Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,position,height,weight,country,draft_year,draft_number,conference,division,team,Group
Quenton Jackson,18.55,3.0,5.75,0.44,0.75,1.83,0.19,0.92,1.25,0.35,0.83,1.25,2.08,2.33,0.67,0.42,0.75,1.83,7.67,6.78,G,1.96,77.85000000000001,USA,undrafted,undrafted,East,Central,Indiana Pacers,Role Players
RJ Barrett,34.27,8.29,18.88,0.44,2.0,5.88,0.35,4.29,6.29,0.6,1.0,5.29,6.29,6.29,0.88,0.24,3.35,2.47,22.88,15.58,F,1.98,96.3,Canada,2019,3,East,Atlantic,Toronto Raptors,Superstars
Rayan Rupert,11.02,1.41,3.29,0.3,0.47,1.47,0.2,0.41,0.59,0.16,0.82,0.88,1.71,0.24,0.41,0.12,0.65,0.76,3.71,2.44,F,1.98,87.75,France,2023,43,West,Northwest,Portland Trail Blazers,Prospects and Bench Players
Reece Beekman,2.04,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,1.85,G,1.9,85.5,USA,undrafted,undrafted,West,Pacific,Golden State Warriors,Prospects and Bench Players
Reed Sheppard,11.87,1.45,3.95,0.35,0.75,2.1,0.3,0.0,0.0,0.0,0.35,0.75,1.1,1.45,0.55,0.3,0.7,0.95,3.65,2.63,G,1.88,83.25,USA,2024,3,West,Southwest,Houston Rockets,Prospects and Bench Players
Reggie Jackson,12.5,1.67,4.11,0.3,1.11,2.67,0.28,0.0,0.0,0.0,0.11,0.78,0.89,2.11,0.67,0.33,0.67,0.89,4.44,3.9,G,1.88,93.6,USA,2011,24,East,Atlantic,Philadelphia 76ers,Prospects and Bench Players
Richaun Holmes,3.9,1.5,3.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,3.0,1.8,F,2.06,105.75,USA,2015,37,East,Southeast,Washington Wizards,Prospects and Bench Players
Riley Minix,6.75,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,F,2.01,103.5,USA,undrafted,undrafted,West,Southwest,San Antonio Spurs,Prospects and Bench Players
Rob Dillingham,8.38,1.64,3.27,0.33,0.55,1.09,0.22,0.0,0.0,0.0,0.09,0.73,0.82,1.45,0.0,0.0,1.09,0.36,3.82,2.25,G,1.9,78.75,USA,2024,8,West,Northwest,Minnesota Timberwolves,Prospects and Bench Players
Robert Williams III,18.76,3.86,5.43,0.65,0.14,0.29,0.14,1.71,1.86,0.64,2.14,3.86,6.0,1.43,1.14,1.86,1.0,1.0,9.57,11.96,F,2.06,112.05,USA,2018,27,West,Northwest,Portland Trail Blazers,All-Stars
Royce O'Neale,25.04,3.37,7.89,0.44,2.16,5.05,0.44,0.63,0.89,0.28,1.26,4.63,5.89,2.11,0.95,0.74,0.89,2.32,9.53,8.63,F,1.98,101.7,USA,undrafted,undrafted,West,Pacific,Phoenix Suns,Role Players
Rudy Gobert,34.4,3.84,6.0,0.65,0.0,0.0,0.0,2.68,3.42,0.71,3.42,7.74,11.16,1.95,0.42,1.58,1.68,2.95,10.37,12.15,C,2.16,116.1,France,2013,27,West,Northwest,Minnesota Timberwolves,All-Stars
Rui Hachimura,31.5,4.36,9.86,0.46,1.64,3.5,0.48,1.64,1.93,0.5,2.0,3.29,5.29,1.64,0.64,0.57,0.57,1.86,12.0,9.99,F,2.03,103.5,Japan,2019,9,West,Pacific,Los Angeles Lakers,Role Players
Russell Westbrook,24.66,4.0,10.24,0.37,1.41,3.76,0.35,2.76,4.06,0.52,0.88,3.18,4.06,5.94,1.47,0.59,2.59,2.41,12.18,10.15,G,1.93,90.0,USA,2008,4,West,Northwest,Denver Nuggets,Role Players
Ryan Dunn,18.15,2.44,5.94,0.41,1.22,3.89,0.29,0.06,0.33,0.03,0.67,1.94,2.61,0.83,0.5,0.56,0.56,2.56,6.17,3.82,F,2.03,97.2,USA,2024,28,West,Pacific,Phoenix Suns,Role Players
Ryan Rollins,7.58,1.11,2.56,0.33,0.67,1.22,0.17,0.33,0.44,0.17,0.33,0.89,1.22,1.0,0.78,0.44,0.78,0.89,3.22,2.99,G,1.9,81.0,USA,2022,44,East,Central,Milwaukee Bucks,Prospects and Bench Players
Sam Hauser,21.4,2.75,6.81,0.44,1.94,5.69,0.37,0.06,0.06,0.06,0.75,2.69,3.44,1.12,0.69,0.25,0.38,1.0,7.5,6.04,F,2.01,97.65,USA,undrafted,undrafted,East,Atlantic,Boston Celtics,Role Players
Sam Merrill,19.48,2.25,5.69,0.39,1.81,5.0,0.36,0.44,0.5,0.22,0.25,1.44,1.69,1.5,0.5,0.19,0.44,1.94,6.75,4.72,G,1.93,92.25,USA,2020,undrafted,East,Central,Cleveland Cavaliers,Role Players
Sandro Mamukelashvili,9.12,1.73,3.07,0.45,0.93,2.07,0.39,0.47,0.47,0.13,0.53,2.33,2.87,0.33,0.2,0.33,0.6,0.6,4.87,4.31,F,2.06,108.0,Georgia,2021,54,West,Southwest,San Antonio Spurs,Prospects and Bench Players
Santi Aldama,27.6,5.3,10.7,0.46,1.4,4.35,0.32,0.9,1.15,0.42,1.75,5.85,7.6,3.3,0.8,0.45,1.5,1.15,12.9,11.88,F,2.13,96.75,Spain,2021,undrafted,West,Southwest,Memphis Grizzlies,All-Stars
Scoot Henderson,26.51,4.31,10.38,0.42,1.0,3.12,0.34,2.06,2.75,0.49,0.69,2.19,2.88,5.44,0.94,0.12,3.06,2.56,11.69,7.76,G,1.9,92.7,USA,2023,3,West,Northwest,Portland Trail Blazers,Role Players
Scottie Barnes,33.57,7.33,16.89,0.44,1.44,5.56,0.23,4.33,6.0,0.68,2.56,6.0,8.56,6.78,1.56,0.67,3.33,2.0,20.44,17.11,F,2.01,106.65,USA,2021,4,East,Atlantic,Toronto Raptors,Superstars
Scotty Pippen Jr.,25.04,4.5,9.15,0.46,1.15,3.0,0.35,1.8,2.4,0.54,0.65,3.3,3.95,5.65,1.2,0.4,2.05,2.8,11.95,10.82,G,1.85,76.5,USA,undrafted,undrafted,West,Southwest,Memphis Grizzlies,Role Players
Seth Curry,12.87,1.63,3.68,0.37,0.79,1.89,0.26,0.26,0.37,0.12,0.47,0.89,1.37,0.42,0.47,0.11,0.32,1.05,4.32,3.05,G,1.85,83.25,USA,undrafted,undrafted,East,Southeast,Charlotte Hornets,Prospects and Bench Players
Shaedon Sharpe,30.19,6.25,14.58,0.42,1.75,6.25,0.26,3.42,4.33,0.59,0.83,2.25,3.08,2.25,0.83,0.25,1.83,1.75,17.67,10.9,G,1.96,93.6,Canada,2022,7,West,Northwest,Portland Trail Blazers,Superstars
Shai Gilgeous-Alexander,34.49,10.42,20.74,0.51,2.05,6.05,0.35,6.95,8.11,0.86,0.89,4.42,5.32,6.53,1.68,1.11,2.84,1.89,29.84,24.41,G,1.98,87.75,Canada,2018,11,West,Northwest,Oklahoma City Thunder,Superstars
Shake Milton,14.26,1.75,3.56,0.33,0.81,1.88,0.27,0.56,0.75,0.15,0.38,0.75,1.12,2.0,0.31,0.0,0.44,0.88,4.88,4.42,G,1.96,92.25,USA,2018,54,East,Atlantic,Brooklyn Nets,Prospects and Bench Players
Sidy Cissoko,2.91,0.25,0.62,0.08,0.12,0.25,0.12,0.0,0.25,0.0,0.25,0.5,0.75,0.62,0.0,0.0,0.12,0.5,0.62,0.62,G,1.98,90.0,France,2023,44,West,Southwest,San Antonio Spurs,Prospects and Bench Players
Simone Fontecchio,18.69,2.1,5.35,0.37,1.25,3.65,0.34,1.1,1.4,0.45,0.5,2.7,3.2,0.85,0.25,0.2,0.75,1.45,6.55,4.34,F,2.01,94.05,Italy,undrafted,undrafted,East,Central,Detroit Pistons,Role Players
Spencer Dinwiddie,20.16,2.06,5.44,0.28,1.17,3.44,0.31,1.39,1.67,0.41,0.17,1.5,1.67,3.06,0.61,0.22,0.61,1.56,6.67,5.81,G,1.96,96.75,USA,2014,38,West,Southwest,Dallas Mavericks,Role Players
Spencer Jones,1.9,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.8,F,2.01,101.25,USA,undrafted,undrafted,West,Northwest,Denver Nuggets,Prospects and Bench Players
Stanley Umude,3.13,0.2,0.6,0.2,0.2,0.6,0.2,0.0,0.4,0.0,0.0,0.6,0.6,0.2,0.0,0.2,0.0,0.0,0.6,0.56,G,1.98,94.5,USA,undrafted,undrafted,East,Central,Milwaukee Bucks,Prospects and Bench Players
Stephen Curry,29.89,7.47,16.0,0.47,4.2,9.67,0.44,3.33,3.53,0.89,0.47,5.0,5.47,6.33,1.47,0.53,3.33,1.27,22.47,18.43,G,1.88,83.25,USA,2009,7,West,Pacific,Golden State Warriors,Superstars
Stephon Castle,26.55,4.05,10.21,0.37,1.16,4.0,0.25,2.21,3.11,0.55,0.84,1.89,2.74,3.84,0.79,0.42,1.68,1.74,11.47,8.14,G,1.98,96.75,USA,2024,4,West,Southwest,San Antonio Spurs,Role Players
Steven Adams,11.4,0.89,1.67,0.36,0.0,0.0,0.0,0.67,1.56,0.2,1.33,1.44,2.78,1.22,0.33,0.11,1.67,1.44,2.44,1.67,C,2.11,119.25,New Zealand,2013,12,West,Southwest,Houston Rockets,Prospects and Bench Players
Svi Mykhailiuk,12.29,1.33,4.33,0.21,1.0,3.67,0.19,0.67,0.67,0.33,0.0,0.33,0.33,1.0,0.67,0.0,1.33,0.67,4.33,1.7,G,2.01,92.25,Ukraine,2018,47,West,Northwest,Utah Jazz,Prospects and Bench Players
T.J. McConnell,18.84,4.63,8.37,0.54,0.05,0.26,0.05,0.47,0.68,0.18,0.58,2.05,2.63,4.0,1.37,0.26,1.58,1.0,9.79,9.09,G,1.85,85.5,USA,2015,undrafted,East,Central,Indiana Pacers,Role Players
Taj Gibson,11.41,1.27,2.64,0.46,0.09,0.18,0.05,0.18,0.27,0.14,1.73,1.91,3.64,0.36,0.36,0.27,0.82,1.55,2.82,2.6,F,2.06,104.4,USA,2009,26,East,Southeast,Charlotte Hornets,Prospects and Bench Players
Talen Horton-Tucker,10.48,2.53,4.33,0.36,0.93,1.73,0.32,1.13,1.6,0.35,0.47,1.27,1.73,1.47,0.07,0.27,0.4,0.67,7.13,6.25,G,1.93,105.3,USA,2019,46,East,Central,Chicago Bulls,Prospects and Bench Players
Tari Eason,22.75,4.55,9.15,0.46,0.9,2.8,0.26,1.35,1.75,0.49,2.05,4.2,6.25,1.1,2.05,1.1,0.85,2.45,11.35,11.06,F,2.03,96.75,USA,2022,17,West,Southwest,Houston Rockets,All-Stars
Taurean Prince,28.82,3.11,6.21,0.5,2.05,3.79,0.57,0.47,0.58,0.26,0.74,3.89,4.63,1.84,0.89,0.16,1.16,2.26,8.74,7.51,F,1.98,98.1,USA,2016,12,East,Central,Milwaukee Bucks,Role Players
Taylor Hendricks,24.84,1.33,6.0,0.19,1.0,4.0,0.2,1.0,1.33,0.5,1.67,3.33,5.0,0.67,1.67,1.33,0.67,2.67,4.67,4.37,F,2.06,96.75,USA,2023,9,West,Northwest,Utah Jazz,Role Players
Taze Moore,9.93,1.0,5.0,0.31,0.5,2.0,0.12,0.5,1.0,0.25,2.0,2.0,4.0,0.5,1.0,0.0,1.0,0.0,3.0,2.05,G,1.96,87.75,USA,undrafted,undrafted,West,Northwest,Portland Trail Blazers,Prospects and Bench Players
Terance Mann,21.22,2.29,5.57,0.38,0.62,2.05,0.25,0.71,1.05,0.22,1.05,2.19,3.24,1.86,1.05,0.19,0.52,2.14,5.9,5.28,G,1.96,96.75,USA,2019,48,West,Pacific,LA Clippers,Role Players
Terry Rozier,30.09,4.47,11.07,0.42,2.13,5.87,0.35,1.67,1.93,0.77,0.67,3.13,3.8,3.27,0.67,0.4,1.8,1.67,12.73,8.84,G,1.85,85.5,USA,2015,16,East,Southeast,Miami Heat,Role Players
Thomas Bryant,12.69,1.43,3.0,0.46,0.57,1.57,0.27,0.71,0.71,0.43,0.86,2.71,3.57,0.57,0.14,0.71,0.14,1.0,4.14,4.53,C,2.08,111.6,USA,2017,42,East,Southeast,Miami Heat,Prospects and Bench Players
Tobias Harris,32.54,5.19,11.81,0.44,1.33,4.29,0.28,1.71,2.14,0.62,1.0,6.05,7.05,2.43,0.71,0.9,1.33,2.05,13.43,10.48,F,2.03,101.7,USA,2011,19,East,Central,Detroit Pistons,All-Stars
Torrey Craig,11.1,1.83,3.67,0.24,1.17,3.0,0.2,0.33,0.33,0.17,0.5,1.67,2.17,0.5,0.17,0.17,0.0,1.67,5.17,4.15,F,1.96,99.45,USA,undrafted,undrafted,East,Central,Chicago Bulls,Prospects and Bench Players
Toumani Camara,30.79,3.35,8.2,0.42,1.5,4.1,0.36,0.85,1.25,0.31,2.3,2.85,5.15,2.2,1.6,0.4,1.7,3.1,9.05,7.44,F,2.01,103.05,Belgium,2023,52,West,Northwest,Portland Trail Blazers,Role Players
Trae Young,35.73,6.4,16.35,0.38,2.7,8.25,0.31,5.85,6.55,0.81,0.65,3.0,3.65,12.05,1.3,0.15,4.75,2.1,21.35,17.79,G,1.85,73.8,USA,2018,5,East,Southeast,Atlanta Hawks,Superstars
Trayce Jackson-Davis,16.77,3.58,5.95,0.63,0.0,0.05,0.0,0.79,1.37,0.28,1.63,3.47,5.11,2.05,0.26,0.68,0.84,1.26,7.95,8.0,F,2.06,110.25,USA,2023,57,West,Pacific,Golden State Warriors,All-Stars
Tre Jones,18.01,1.14,4.0,0.27,0.29,1.57,0.12,1.14,1.71,0.2,0.71,1.86,2.57,3.57,0.43,0.0,0.71,1.57,3.71,3.79,G,1.85,83.25,USA,2020,41,West,Southwest,San Antonio Spurs,Prospects and Bench Players
Tre Mann,24.54,5.38,12.38,0.42,1.85,4.62,0.35,1.46,1.62,0.62,0.92,2.0,2.92,3.0,0.54,0.31,1.92,1.85,14.08,8.94,G,1.9,80.10000000000001,USA,2021,18,East,Southeast,Charlotte Hornets,Role Players
Trendon Watford,17.51,3.29,7.14,0.44,0.57,2.43,0.14,1.71,2.0,0.61,0.29,2.86,3.14,1.57,0.43,0.57,1.57,2.43,8.86,5.5,F,2.03,106.65,USA,undrafted,undrafted,East,Atlantic,Brooklyn Nets,Role Players
Trevelin Queen,2.51,0.5,1.5,0.17,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,-0.05,G,1.96,85.5,USA,undrafted,undrafted,East,Southeast,Orlando Magic,Prospects and Bench Players
Trey Alexander,5.18,0.25,1.25,0.1,0.12,0.75,0.06,0.25,0.25,0.12,0.0,0.12,0.12,0.25,0.0,0.12,0.12,0.38,0.88,0.12,G,1.93,83.25,USA,undrafted,undrafted,West,Northwest,Denver Nuggets,Prospects and Bench Players
Trey Jemison,10.9,1.17,2.17,0.55,0.0,0.0,0.0,0.5,0.92,0.21,1.33,1.5,2.83,0.67,0.5,0.42,0.83,1.83,2.83,2.69,C,2.08,117.0,USA,undrafted,undrafted,West,Southwest,New Orleans Pelicans,Prospects and Bench Players
Trey Lyles,19.62,1.83,5.06,0.34,1.22,3.67,0.26,0.56,0.78,0.24,0.83,3.11,3.94,0.94,0.56,0.61,0.56,1.39,5.44,4.6,F,2.06,105.3,Canada,2015,12,West,Pacific,Sacramento Kings,Role Players
Trey Murphy III,32.36,6.57,16.14,0.4,2.43,8.14,0.3,3.14,3.86,0.83,1.0,4.57,5.57,2.0,0.71,0.71,1.57,1.71,18.71,12.19,F,2.03,92.7,USA,2021,17,West,Southwest,New Orleans Pelicans,Superstars
Tristan Da Silva,24.32,2.94,7.18,0.4,1.29,3.65,0.37,0.65,0.82,0.36,0.82,2.88,3.71,1.71,0.41,0.18,0.41,1.53,7.82,6.05,F,2.03,97.65,Germany,2024,18,East,Southeast,Orlando Magic,Role Players
Tristan Thompson,7.44,1.43,2.14,0.58,0.0,0.0,0.0,0.0,0.86,0.0,0.29,1.71,2.0,0.43,0.0,0.29,0.43,0.86,2.86,2.03,F,2.06,114.3,Canada,2011,4,East,Central,Cleveland Cavaliers,Prospects and Bench Players
Tristen Newton,1.82,0.33,1.67,0.17,0.0,0.67,0.0,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,1.0,-0.63,G,1.96,85.5,USA,2024,49,East,Central,Indiana Pacers,Prospects and Bench Players
Ty Jerome,19.19,4.45,7.7,0.58,1.65,3.15,0.44,1.5,1.7,0.56,0.45,1.6,2.05,3.75,1.45,0.05,1.35,1.55,12.05,11.3,G,1.96,87.75,USA,2019,24,East,Central,Cleveland Cavaliers,Role Players
Tyler Herro,35.04,8.18,17.59,0.47,4.06,9.82,0.41,3.18,3.71,0.81,0.29,5.0,5.29,5.06,0.71,0.12,2.53,1.71,23.59,17.16,G,1.96,87.75,USA,2019,13,East,Southeast,Miami Heat,Superstars
Tyler Kolek,7.91,1.17,2.42,0.49,0.75,1.5,0.4,0.33,0.33,0.08,0.17,0.67,0.83,0.75,0.42,0.08,0.58,0.67,3.42,2.66,G,1.9,87.75,USA,2024,34,East,Atlantic,New York Knicks,Prospects and Bench Players
Tyler Smith,3.24,0.89,1.33,0.39,0.33,0.78,0.22,0.11,0.22,0.06,0.11,0.56,0.67,0.0,0.0,0.22,0.22,0.44,2.22,1.6,F,2.06,100.8,USA,2024,33,East,Central,Milwaukee Bucks,Prospects and Bench Players
Tyrese Haliburton,34.76,5.95,14.55,0.38,2.95,8.65,0.32,2.65,3.1,0.77,0.8,2.65,3.45,8.65,1.3,0.5,1.85,1.8,17.5,16.0,G,1.96,83.25,USA,2020,12,East,Central,Indiana Pacers,Superstars
Tyrese Martin,13.04,2.43,4.43,0.4,2.0,3.57,0.41,0.29,0.43,0.1,0.29,1.71,2.0,0.86,0.14,0.14,0.57,1.29,7.14,5.43,G,1.98,96.75,USA,2022,51,East,Atlantic,Brooklyn Nets,Role Players
Tyrese Maxey,36.16,9.25,22.17,0.42,3.25,9.75,0.33,4.17,4.92,0.87,0.17,3.0,3.17,4.5,2.0,0.33,1.83,2.67,25.92,17.3,G,1.88,90.0,USA,2020,21,East,Atlantic,Philadelphia 76ers,Superstars
Tyus Jones,32.45,4.47,9.53,0.47,2.05,5.21,0.38,0.47,0.63,0.24,0.68,2.05,2.74,7.21,1.11,0.11,1.11,1.0,11.47,12.35,G,1.85,88.2,USA,2015,24,West,Pacific,Phoenix Suns,Role Players
Ulrich Chomche,4.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,C,2.11,105.75,Cameroon,2024,57,East,Atlantic,Toronto Raptors,Prospects and Bench Players
Vasilije Micić,17.81,2.11,6.78,0.28,0.89,3.0,0.2,0.44,0.67,0.17,0.89,2.11,3.0,2.22,0.44,0.0,1.33,1.11,5.56,3.04,G,1.9,84.60000000000001,Serbia,2014,52,East,Southeast,Charlotte Hornets,Role Players
Victor Wembanyama,32.14,8.69,18.31,0.45,3.12,9.25,0.3,2.88,3.31,0.78,2.06,7.94,10.0,3.12,1.31,3.56,3.5,1.94,23.38,19.4,C,2.21,105.75,France,2023,1,West,Southwest,San Antonio Spurs,Superstars
Vit Krejci,10.85,1.0,2.44,0.28,0.44,1.22,0.17,0.44,0.78,0.22,0.33,0.78,1.11,1.11,0.44,0.22,0.56,1.67,2.89,2.07,G,2.03,87.75,Czech Republic,2020,37,East,Southeast,Atlanta Hawks,Prospects and Bench Players
Vlatko Čančar,8.62,1.0,1.75,0.42,0.25,0.5,0.25,0.0,0.0,0.0,0.75,1.25,2.0,0.0,0.0,0.25,0.5,1.0,2.25,1.6,F,2.03,106.2,Slovenia,2017,49,West,Northwest,Denver Nuggets,Prospects and Bench Players
Walker Kessler,27.84,4.46,6.31,0.75,0.0,0.0,0.0,1.38,2.46,0.25,3.85,6.54,10.38,1.38,0.62,2.92,1.38,2.31,10.31,13.22,C,2.13,110.25,USA,2022,22,West,Northwest,Utah Jazz,All-Stars
Wendell Carter Jr.,25.28,2.88,6.0,0.49,0.38,2.5,0.23,2.12,2.75,0.64,1.75,6.25,8.0,2.38,1.12,0.5,0.88,2.25,8.25,9.41,F,2.08,121.5,USA,2018,7,East,Southeast,Orlando Magic,All-Stars
Wendell Moore Jr.,15.78,1.9,3.4,0.54,0.3,0.9,0.25,1.1,1.2,0.5,0.9,2.6,3.5,1.2,0.6,0.3,0.8,1.2,5.2,5.32,G,1.96,96.75,USA,2022,26,East,Central,Detroit Pistons,Role Players
Xavier Tillman,9.33,0.54,2.08,0.19,0.23,1.15,0.09,0.08,0.15,0.04,0.46,1.69,2.15,0.46,0.23,0.23,0.23,0.85,1.38,1.09,F,2.01,110.25,USA,2020,35,East,Atlantic,Boston Celtics,Prospects and Bench Players
Yongxi Cui,1.46,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.67,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,-0.03,G,1.96,85.5,China,undrafted,undrafted,East,Atlantic,Brooklyn Nets,Prospects and Bench Players
Yuki Kawamura,3.02,0.27,1.18,0.15,0.09,0.82,0.05,0.27,0.36,0.14,0.0,0.18,0.18,0.64,0.0,0.0,0.36,0.27,0.91,0.18,G,1.73,71.55,Japan,undrafted,undrafted,West,Southwest,Memphis Grizzlies,Prospects and Bench Players
Yves Missi,24.3,3.16,5.89,0.51,0.0,0.0,0.0,1.84,2.89,0.52,3.21,4.32,7.53,1.47,0.74,1.26,1.11,1.68,8.16,9.29,C,2.11,105.75,Cameroon,2024,21,West,Southwest,New Orleans Pelicans,All-Stars
Zaccharie Risacher,24.33,4.19,10.29,0.39,1.33,4.67,0.24,1.86,2.67,0.59,1.19,2.43,3.62,1.38,0.9,0.76,1.19,2.19,11.57,7.62,F,2.03,90.0,France,2024,1,East,Southeast,Atlanta Hawks,Role Players
Zach Collins,15.01,2.32,4.63,0.48,0.58,1.63,0.35,1.47,1.63,0.38,1.16,2.47,3.63,1.84,0.47,0.53,0.95,2.32,6.68,6.12,C,2.11,112.5,USA,2017,undrafted,West,Southwest,San Antonio Spurs,Role Players
Zach Edey,20.09,4.57,7.5,0.6,0.43,0.71,0.32,1.57,2.36,0.54,3.07,3.86,6.93,0.79,0.86,1.0,1.64,3.14,11.14,9.92,C,2.24,137.25,Canada,2024,9,West,Southwest,Memphis Grizzlies,All-Stars
Zach LaVine,33.8,8.0,15.72,0.49,3.17,7.39,0.39,2.83,3.44,0.66,0.22,4.28,4.5,4.11,0.78,0.33,2.72,1.78,22.0,15.84,G,1.96,90.0,USA,2014,13,East,Central,Chicago Bulls,Superstars
Zeke Nnaji,5.23,0.58,1.58,0.24,0.0,0.67,0.0,0.08,0.33,0.04,0.17,0.42,0.58,0.25,0.08,0.17,0.08,0.33,1.25,0.68,F,2.06,108.0,USA,2020,22,West,Northwest,Denver Nuggets,Prospects and Bench Players
Ziaire Williams,21.84,3.2,7.65,0.36,0.9,3.1,0.25,1.7,2.05,0.49,1.0,3.35,4.35,1.15,0.9,0.35,0.95,2.75,9.0,6.39,F,2.06,83.25,USA,2021,undrafted,East,Atlantic,Brooklyn Nets,Role Players
Zion Williamson,31.06,7.83,17.33,0.43,0.33,1.0,0.17,6.67,10.0,0.65,2.67,5.33,8.0,5.33,0.67,1.17,3.67,3.0,22.67,16.15,F,1.98,127.8,USA,2019,1,West,Southwest,New Orleans Pelicans,Superstars
